Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
4919.ppm;70;70;0;0;70;70;43
9501.ppm;57;57;0;0;57;57;43
0_1588.ppm;128;128;0;0;128;128;43
10744.ppm;113;113;0;0;113;113;43
0_1525.ppm;128;128;0;0;128;128;43
0_621.ppm;128;128;0;0;128;128;43
2600.ppm;88;88;0;0;88;88;43
0_1689.ppm;128;128;0;0;128;128;43
0_197.ppm;128;128;0;0;128;128;43
10648.ppm;58;58;0;0;58;58;43
2155.ppm;82;82;0;0;82;82;43
2827.ppm;40;40;0;0;40;40;43
0_1119.ppm;128;128;0;0;128;128;43
10915.ppm;84;84;0;0;84;84;43
575.ppm;80;80;0;0;80;80;43
0_1762.ppm;128;128;0;0;128;128;43
0_515.ppm;128;128;0;0;128;128;43
0_1394.ppm;128;128;0;0;128;128;43
0_76.ppm;128;128;0;0;128;128;43
9630.ppm;74;74;0;0;74;74;43
0_1194.ppm;128;128;0;0;128;128;43
0_821.ppm;128;128;0;0;128;128;43
0_302.ppm;128;128;0;0;128;128;43
0_1201.ppm;128;128;0;0;128;128;43
11124.ppm;70;70;0;0;70;70;43
8683.ppm;58;58;0;0;58;58;43
0_1179.ppm;128;128;0;0;128;128;43
0_1228.ppm;128;128;0;0;128;128;43
0_1739.ppm;128;128;0;0;128;128;43
0_1123.ppm;128;128;0;0;128;128;43
0_1729.ppm;128;128;0;0;128;128;43
9663.ppm;84;84;0;0;84;84;43
996.ppm;69;69;0;0;69;69;43
8958.ppm;71;71;0;0;71;71;43
2743.ppm;73;73;0;0;73;73;43
2729.ppm;46;46;0;0;46;46;43
0_850.ppm;128;128;0;0;128;128;43
0_1195.ppm;128;128;0;0;128;128;43
12310.ppm;46;46;0;0;46;46;43
0_598.ppm;128;128;0;0;128;128;43
1714.ppm;37;37;0;0;37;37;43
0_1010.ppm;128;128;0;0;128;128;43
11520.ppm;80;80;0;0;80;80;43
12025.ppm;56;56;0;0;56;56;43
0_649.ppm;128;128;0;0;128;128;43
0_156.ppm;128;128;0;0;128;128;43
0_417.ppm;128;128;0;0;128;128;43
0_1051.ppm;128;128;0;0;128;128;43
0_973.ppm;128;128;0;0;128;128;43
0_1730.ppm;128;128;0;0;128;128;43
0_708.ppm;128;128;0;0;128;128;43
9107.ppm;74;74;0;0;74;74;43
0_121.ppm;128;128;0;0;128;128;43
0_343.ppm;128;128;0;0;128;128;43
0_1336.ppm;128;128;0;0;128;128;43
1154.ppm;71;71;0;0;71;71;43
0_1444.ppm;128;128;0;0;128;128;43
0_1646.ppm;128;128;0;0;128;128;43
2833.ppm;71;71;0;0;71;71;43
0_637.ppm;128;128;0;0;128;128;43
8966.ppm;74;74;0;0;74;74;43
0_371.ppm;128;128;0;0;128;128;43
0_1456.ppm;128;128;0;0;128;128;43
0_685.ppm;128;128;0;0;128;128;43
0_1186.ppm;128;128;0;0;128;128;43
0_1680.ppm;128;128;0;0;128;128;43
7374.ppm;72;72;0;0;72;72;43
0_584.ppm;128;128;0;0;128;128;43
159.ppm;63;63;0;0;63;63;43
9710.ppm;64;64;0;0;64;64;43
0_999.ppm;128;128;0;0;128;128;43
7702.ppm;72;72;0;0;72;72;43
7383.ppm;77;77;0;0;77;77;43
0_525.ppm;128;128;0;0;128;128;43
0_355.ppm;128;128;0;0;128;128;43
8107.ppm;65;65;0;0;65;65;43
9717.ppm;60;60;0;0;60;60;43
0_565.ppm;128;128;0;0;128;128;43
14055.ppm;76;76;0;0;76;76;43
0_909.ppm;128;128;0;0;128;128;43
0_767.ppm;128;128;0;0;128;128;43
12067.ppm;96;96;0;0;96;96;43
0_46.ppm;128;128;0;0;128;128;43
14221.ppm;70;70;0;0;70;70;43
0_707.ppm;128;128;0;0;128;128;43
16320.ppm;70;70;0;0;70;70;43
0_290.ppm;128;128;0;0;128;128;43
0_1005.ppm;128;128;0;0;128;128;43
0_1571.ppm;128;128;0;0;128;128;43
8108.ppm;77;77;0;0;77;77;43
0_360.ppm;128;128;0;0;128;128;43
5217.ppm;84;84;0;0;84;84;43
6382.ppm;74;74;0;0;74;74;43
0_504.ppm;128;128;0;0;128;128;43
9695.ppm;49;49;0;0;49;49;43
0_1117.ppm;128;128;0;0;128;128;43
0_1160.ppm;128;128;0;0;128;128;43
9096.ppm;65;65;0;0;65;65;43
0_181.ppm;128;128;0;0;128;128;43
9294.ppm;58;58;0;0;58;58;43
0_1341.ppm;128;128;0;0;128;128;43
0_1590.ppm;128;128;0;0;128;128;43
0_147.ppm;128;128;0;0;128;128;43
0_1318.ppm;128;128;0;0;128;128;43
10906.ppm;67;67;0;0;67;67;43
6077.ppm;88;88;0;0;88;88;43
9776.ppm;51;51;0;0;51;51;43
0_729.ppm;128;128;0;0;128;128;43
14428.ppm;65;65;0;0;65;65;43
9704.ppm;41;41;0;0;41;41;43
0_1795.ppm;128;128;0;0;128;128;43
0_1599.ppm;128;128;0;0;128;128;43
828.ppm;65;65;0;0;65;65;43
0_1275.ppm;128;128;0;0;128;128;43
0_631.ppm;128;128;0;0;128;128;43
0_281.ppm;128;128;0;0;128;128;43
12115.ppm;34;34;0;0;34;34;43
0_853.ppm;128;128;0;0;128;128;43
15167.ppm;75;75;0;0;75;75;43
0_1279.ppm;128;128;0;0;128;128;43
9788.ppm;116;116;0;0;116;116;43
0_1556.ppm;128;128;0;0;128;128;43
0_1782.ppm;128;128;0;0;128;128;43
2362.ppm;92;92;0;0;92;92;43
6350.ppm;123;123;0;0;123;123;43
0_1768.ppm;128;128;0;0;128;128;43
12339.ppm;77;77;0;0;77;77;43
0_696.ppm;128;128;0;0;128;128;43
10790.ppm;66;66;0;0;66;66;43
3515.ppm;65;65;0;0;65;65;43
2353.ppm;96;96;0;0;96;96;43
825.ppm;55;55;0;0;55;55;43
0_1449.ppm;128;128;0;0;128;128;43
0_1109.ppm;128;128;0;0;128;128;43
0_1547.ppm;128;128;0;0;128;128;43
0_1786.ppm;128;128;0;0;128;128;43
0_987.ppm;128;128;0;0;128;128;43
1284.ppm;58;58;0;0;58;58;43
0_635.ppm;128;128;0;0;128;128;43
0_268.ppm;128;128;0;0;128;128;43
11941.ppm;97;97;0;0;97;97;43
0_84.ppm;128;128;0;0;128;128;43
6063.ppm;68;68;0;0;68;68;43
12054.ppm;68;68;0;0;68;68;43
0_9.ppm;128;128;0;0;128;128;43
2882.ppm;77;77;0;0;77;77;43
0_832.ppm;128;128;0;0;128;128;43
0_1512.ppm;128;128;0;0;128;128;43
14880.ppm;82;82;0;0;82;82;43
9751.ppm;92;92;0;0;92;92;43
0_372.ppm;128;128;0;0;128;128;43
0_432.ppm;128;128;0;0;128;128;43
0_1757.ppm;128;128;0;0;128;128;43
10912.ppm;75;75;0;0;75;75;43
0_1240.ppm;128;128;0;0;128;128;43
0_170.ppm;128;128;0;0;128;128;43
8577.ppm;169;169;0;0;169;169;43
10786.ppm;63;63;0;0;63;63;43
0_1057.ppm;128;128;0;0;128;128;43
40.ppm;128;128;0;0;128;128;43
5648.ppm;80;80;0;0;80;80;43
8362.ppm;70;70;0;0;70;70;43
2050.ppm;77;77;0;0;77;77;43
0_963.ppm;128;128;0;0;128;128;43
0_389.ppm;128;128;0;0;128;128;43
9103.ppm;68;68;0;0;68;68;43
15273.ppm;69;69;0;0;69;69;43
8540.ppm;67;67;0;0;67;67;43
8361.ppm;59;59;0;0;59;59;43
2712.ppm;105;105;0;0;105;105;43
860.ppm;73;73;0;0;73;73;43
0_1155.ppm;128;128;0;0;128;128;43
0_1141.ppm;128;128;0;0;128;128;43
13485.ppm;98;98;0;0;98;98;43
0_1334.ppm;128;128;0;0;128;128;43
15783.ppm;62;62;0;0;62;62;43
0_507.ppm;128;128;0;0;128;128;43
0_844.ppm;128;128;0;0;128;128;43
0_866.ppm;128;128;0;0;128;128;43
3962.ppm;78;78;0;0;78;78;43
3960.ppm;64;64;0;0;64;64;43
262.ppm;74;74;0;0;74;74;43
10754.ppm;73;73;0;0;73;73;43
8728.ppm;91;91;0;0;91;91;43
11381.ppm;72;72;0;0;72;72;43
0_1538.ppm;128;128;0;0;128;128;43
0_491.ppm;128;128;0;0;128;128;43
0_975.ppm;128;128;0;0;128;128;43
9701.ppm;58;58;0;0;58;58;43
12030.ppm;83;83;0;0;83;83;43
0_166.ppm;128;128;0;0;128;128;43
9505.ppm;59;59;0;0;59;59;43
1095.ppm;74;74;0;0;74;74;43
1126.ppm;101;101;0;0;101;101;43
0_1126.ppm;128;128;0;0;128;128;43
0_1639.ppm;128;128;0;0;128;128;43
0_803.ppm;128;128;0;0;128;128;43
1083.ppm;73;73;0;0;73;73;43
9669.ppm;67;67;0;0;67;67;43
13600.ppm;84;84;0;0;84;84;43
8339.ppm;96;96;0;0;96;96;43
0_1185.ppm;128;128;0;0;128;128;43
0_401.ppm;128;128;0;0;128;128;43
10180.ppm;108;108;0;0;108;108;43
0_1776.ppm;128;128;0;0;128;128;43
4320.ppm;70;70;0;0;70;70;43
0_945.ppm;128;128;0;0;128;128;43
0_1754.ppm;128;128;0;0;128;128;43
13263.ppm;95;95;0;0;95;95;43
0_1796.ppm;128;128;0;0;128;128;43
4288.ppm;82;82;0;0;82;82;43
5902.ppm;70;70;0;0;70;70;43
1860.ppm;33;33;0;0;33;33;43
0_1131.ppm;128;128;0;0;128;128;43
0_358.ppm;128;128;0;0;128;128;43
0_1281.ppm;128;128;0;0;128;128;43
1252.ppm;70;70;0;0;70;70;43
0_1145.ppm;128;128;0;0;128;128;43
12023.ppm;58;58;0;0;58;58;43
0_1219.ppm;128;128;0;0;128;128;43
9488.ppm;54;54;0;0;54;54;43
8866.ppm;74;74;0;0;74;74;43
0_651.ppm;128;128;0;0;128;128;43
0_1134.ppm;128;128;0;0;128;128;43
6203.ppm;73;73;0;0;73;73;43
0_1429.ppm;128;128;0;0;128;128;43
0_856.ppm;128;128;0;0;128;128;43
0_299.ppm;128;128;0;0;128;128;43
0_738.ppm;128;128;0;0;128;128;43
15493.ppm;55;55;0;0;55;55;43
6509.ppm;92;92;0;0;92;92;43
9629.ppm;66;66;0;0;66;66;43
0_1282.ppm;128;128;0;0;128;128;43
10195.ppm;53;53;0;0;53;53;43
0_1756.ppm;128;128;0;0;128;128;43
1656.ppm;41;41;0;0;41;41;43
0_1668.ppm;128;128;0;0;128;128;43
0_447.ppm;128;128;0;0;128;128;43
14966.ppm;70;70;0;0;70;70;43
0_670.ppm;128;128;0;0;128;128;43
8579.ppm;162;162;0;0;162;162;43
0_421.ppm;128;128;0;0;128;128;43
559.ppm;64;64;0;0;64;64;43
6478.ppm;105;105;0;0;105;105;43
0_599.ppm;128;128;0;0;128;128;43
10515.ppm;86;86;0;0;86;86;43
9289.ppm;65;65;0;0;65;65;43
9696.ppm;48;48;0;0;48;48;43
0_466.ppm;128;128;0;0;128;128;43
0_330.ppm;128;128;0;0;128;128;43
0_57.ppm;128;128;0;0;128;128;43
30.ppm;89;89;0;0;89;89;43
0_788.ppm;128;128;0;0;128;128;43
12057.ppm;74;74;0;0;74;74;43
0_1593.ppm;128;128;0;0;128;128;43
2735.ppm;64;64;0;0;64;64;43
6205.ppm;68;68;0;0;68;68;43
1694.ppm;64;64;0;0;64;64;43
0_167.ppm;128;128;0;0;128;128;43
0_36.ppm;128;128;0;0;128;128;43
0_1094.ppm;128;128;0;0;128;128;43
12925.ppm;84;84;0;0;84;84;43
7510.ppm;85;85;0;0;85;85;43
11109.ppm;84;84;0;0;84;84;43
0_1159.ppm;128;128;0;0;128;128;43
0_1122.ppm;128;128;0;0;128;128;43
6055.ppm;67;67;0;0;67;67;43
0_1601.ppm;128;128;0;0;128;128;43
8098.ppm;52;52;0;0;52;52;43
2592.ppm;64;64;0;0;64;64;43
0_1098.ppm;128;128;0;0;128;128;43
0_1024.ppm;128;128;0;0;128;128;43
1668.ppm;41;41;0;0;41;41;43
0_1161.ppm;128;128;0;0;128;128;43
1686.ppm;47;47;0;0;47;47;43
10844.ppm;116;116;0;0;116;116;43
29.ppm;85;85;0;0;85;85;43
10905.ppm;59;59;0;0;59;59;43
0_662.ppm;128;128;0;0;128;128;43
9493.ppm;55;55;0;0;55;55;43
14886.ppm;112;112;0;0;112;112;43
0_1566.ppm;128;128;0;0;128;128;43
15201.ppm;75;75;0;0;75;75;43
11122.ppm;86;86;0;0;86;86;43
0_547.ppm;128;128;0;0;128;128;43
1701.ppm;74;74;0;0;74;74;43
0_1307.ppm;128;128;0;0;128;128;43
6294.ppm;79;79;0;0;79;79;43
0_132.ppm;128;128;0;0;128;128;43
0_908.ppm;128;128;0;0;128;128;43
1086.ppm;69;69;0;0;69;69;43
0_1073.ppm;128;128;0;0;128;128;43
3692.ppm;76;76;0;0;76;76;43
193.ppm;70;70;0;0;70;70;43
0_311.ppm;128;128;0;0;128;128;43
0_477.ppm;128;128;0;0;128;128;43
13880.ppm;58;58;0;0;58;58;43
579.ppm;135;135;0;0;135;135;43
5634.ppm;66;66;0;0;66;66;43
0_789.ppm;128;128;0;0;128;128;43
100.ppm;86;86;0;0;86;86;43
0_822.ppm;128;128;0;0;128;128;43
0_243.ppm;128;128;0;0;128;128;43
0_59.ppm;128;128;0;0;128;128;43
9705.ppm;84;84;0;0;84;84;43
0_287.ppm;128;128;0;0;128;128;43
0_16.ppm;128;128;0;0;128;128;43
7179.ppm;119;119;0;0;119;119;43
0_1136.ppm;128;128;0;0;128;128;43
0_887.ppm;128;128;0;0;128;128;43
4451.ppm;65;65;0;0;65;65;43
0_1453.ppm;128;128;0;0;128;128;43
6505.ppm;76;76;0;0;76;76;43
0_257.ppm;128;128;0;0;128;128;43
0_246.ppm;128;128;0;0;128;128;43
0_476.ppm;128;128;0;0;128;128;43
0_1082.ppm;128;128;0;0;128;128;43
7376.ppm;69;69;0;0;69;69;43
3012.ppm;68;68;0;0;68;68;43
0_910.ppm;128;128;0;0;128;128;43
2867.ppm;75;75;0;0;75;75;43
12107.ppm;39;39;0;0;39;39;43
2726.ppm;43;43;0;0;43;43;43
0_1792.ppm;128;128;0;0;128;128;43
11934.ppm;91;91;0;0;91;91;43
0_1332.ppm;128;128;0;0;128;128;43
0_103.ppm;128;128;0;0;128;128;43
12688.ppm;54;54;0;0;54;54;43
11121.ppm;80;80;0;0;80;80;43
10507.ppm;67;67;0;0;67;67;43
2727.ppm;44;44;0;0;44;44;43
7253.ppm;74;74;0;0;74;74;43
0_1575.ppm;128;128;0;0;128;128;43
9903.ppm;41;41;0;0;41;41;43
0_1076.ppm;128;128;0;0;128;128;43
0_1312.ppm;128;128;0;0;128;128;43
6076.ppm;91;91;0;0;91;91;43
8538.ppm;75;75;0;0;75;75;43
1984.ppm;58;58;0;0;58;58;43
10656.ppm;57;57;0;0;57;57;43
0_58.ppm;128;128;0;0;128;128;43
0_1657.ppm;128;128;0;0;128;128;43
2138.ppm;72;72;0;0;72;72;43
0_1549.ppm;128;128;0;0;128;128;43
0_1269.ppm;128;128;0;0;128;128;43
0_840.ppm;128;128;0;0;128;128;43
0_1217.ppm;128;128;0;0;128;128;43
994.ppm;69;69;0;0;69;69;43
0_1199.ppm;128;128;0;0;128;128;43
0_1067.ppm;128;128;0;0;128;128;43
12319.ppm;73;73;0;0;73;73;43
1657.ppm;40;40;0;0;40;40;43
0_790.ppm;128;128;0;0;128;128;43
0_1708.ppm;128;128;0;0;128;128;43
0_248.ppm;128;128;0;0;128;128;43
0_1435.ppm;128;128;0;0;128;128;43
0_77.ppm;128;128;0;0;128;128;43
0_1715.ppm;128;128;0;0;128;128;43
0_1153.ppm;128;128;0;0;128;128;43
10196.ppm;67;67;0;0;67;67;43
10899.ppm;77;77;0;0;77;77;43
4826.ppm;76;76;0;0;76;76;43
0_1138.ppm;128;128;0;0;128;128;43
0_917.ppm;128;128;0;0;128;128;43
1678.ppm;46;46;0;0;46;46;43
428.ppm;85;85;0;0;85;85;43
0_933.ppm;128;128;0;0;128;128;43
0_370.ppm;128;128;0;0;128;128;43
0_791.ppm;128;128;0;0;128;128;43
0_610.ppm;128;128;0;0;128;128;43
12032.ppm;92;92;0;0;92;92;43
0_431.ppm;128;128;0;0;128;128;43
9737.ppm;58;58;0;0;58;58;43
0_701.ppm;128;128;0;0;128;128;43
41.ppm;131;131;0;0;131;131;43
0_966.ppm;128;128;0;0;128;128;43
0_391.ppm;128;128;0;0;128;128;43
1988.ppm;83;83;0;0;83;83;43
12433.ppm;99;99;0;0;99;99;43
6208.ppm;67;67;0;0;67;67;43
0_1389.ppm;128;128;0;0;128;128;43
0_1518.ppm;128;128;0;0;128;128;43
6058.ppm;71;71;0;0;71;71;43
4925.ppm;65;65;0;0;65;65;43
0_1338.ppm;128;128;0;0;128;128;43
0_320.ppm;128;128;0;0;128;128;43
1706.ppm;42;42;0;0;42;42;43
0_997.ppm;128;128;0;0;128;128;43
0_567.ppm;128;128;0;0;128;128;43
10723.ppm;35;35;0;0;35;35;43
0_254.ppm;128;128;0;0;128;128;43
0_847.ppm;128;128;0;0;128;128;43
0_219.ppm;128;128;0;0;128;128;43
0_572.ppm;128;128;0;0;128;128;43
0_304.ppm;128;128;0;0;128;128;43
14347.ppm;63;63;0;0;63;63;43
0_40.ppm;128;128;0;0;128;128;43
0_1451.ppm;128;128;0;0;128;128;43
10641.ppm;71;71;0;0;71;71;43
5635.ppm;77;77;0;0;77;77;43
4593.ppm;63;63;0;0;63;63;43
9727.ppm;72;72;0;0;72;72;43
0_441.ppm;128;128;0;0;128;128;43
0_1508.ppm;128;128;0;0;128;128;43
0_860.ppm;128;128;0;0;128;128;43
16225.ppm;79;79;0;0;79;79;43
10589.ppm;107;107;0;0;107;107;43
0_178.ppm;128;128;0;0;128;128;43
7110.ppm;89;89;0;0;89;89;43
0_1789.ppm;128;128;0;0;128;128;43
0_1775.ppm;128;128;0;0;128;128;43
0_118.ppm;128;128;0;0;128;128;43
0_1106.ppm;128;128;0;0;128;128;43
0_1430.ppm;128;128;0;0;128;128;43
0_1504.ppm;128;128;0;0;128;128;43
6506.ppm;96;96;0;0;96;96;43
0_146.ppm;128;128;0;0;128;128;43
10719.ppm;35;35;0;0;35;35;43
3936.ppm;74;74;0;0;74;74;43
13477.ppm;70;70;0;0;70;70;43
0_1644.ppm;128;128;0;0;128;128;43
11845.ppm;111;111;0;0;111;111;43
0_502.ppm;128;128;0;0;128;128;43
0_1031.ppm;128;128;0;0;128;128;43
6592.ppm;86;86;0;0;86;86;43
0_1469.ppm;128;128;0;0;128;128;43
0_1778.ppm;128;128;0;0;128;128;43
0_376.ppm;128;128;0;0;128;128;43
0_469.ppm;128;128;0;0;128;128;43
1703.ppm;79;79;0;0;79;79;43
0_916.ppm;128;128;0;0;128;128;43
0_244.ppm;128;128;0;0;128;128;43
0_595.ppm;128;128;0;0;128;128;43
15168.ppm;103;103;0;0;103;103;43
0_1528.ppm;128;128;0;0;128;128;43
0_141.ppm;128;128;0;0;128;128;43
12908.ppm;88;88;0;0;88;88;43
1716.ppm;39;39;0;0;39;39;43
0_639.ppm;128;128;0;0;128;128;43
12315.ppm;68;68;0;0;68;68;43
0_209.ppm;128;128;0;0;128;128;43
28.ppm;84;84;0;0;84;84;43
469.ppm;39;39;0;0;39;39;43
0_1576.ppm;128;128;0;0;128;128;43
1688.ppm;72;72;0;0;72;72;43
0_234.ppm;128;128;0;0;128;128;43
10752.ppm;139;139;0;0;139;139;43
11713.ppm;76;76;0;0;76;76;43
0_1127.ppm;128;128;0;0;128;128;43
0_28.ppm;128;128;0;0;128;128;43
1981.ppm;59;59;0;0;59;59;43
0_359.ppm;128;128;0;0;128;128;43
10509.ppm;77;77;0;0;77;77;43
0_700.ppm;128;128;0;0;128;128;43
8582.ppm;201;201;0;0;201;201;43
0_1175.ppm;128;128;0;0;128;128;43
0_1725.ppm;128;128;0;0;128;128;43
0_1188.ppm;128;128;0;0;128;128;43
0_736.ppm;128;128;0;0;128;128;43
10753.ppm;151;151;0;0;151;151;43
0_351.ppm;128;128;0;0;128;128;43
0_719.ppm;128;128;0;0;128;128;43
0_883.ppm;128;128;0;0;128;128;43
0_55.ppm;128;128;0;0;128;128;43
12060.ppm;75;75;0;0;75;75;43
0_1346.ppm;128;128;0;0;128;128;43
11341.ppm;63;63;0;0;63;63;43
4291.ppm;96;96;0;0;96;96;43
0_1447.ppm;128;128;0;0;128;128;43
2747.ppm;75;75;0;0;75;75;43
0_1413.ppm;128;128;0;0;128;128;43
0_654.ppm;128;128;0;0;128;128;43
2153.ppm;75;75;0;0;75;75;43
0_1496.ppm;128;128;0;0;128;128;43
0_1162.ppm;128;128;0;0;128;128;43
2832.ppm;70;70;0;0;70;70;43
2190.ppm;104;104;0;0;104;104;43
0_90.ppm;128;128;0;0;128;128;43
8336.ppm;90;90;0;0;90;90;43
0_1234.ppm;128;128;0;0;128;128;43
12104.ppm;36;36;0;0;36;36;43
10037.ppm;74;74;0;0;74;74;43
0_153.ppm;128;128;0;0;128;128;43
0_1216.ppm;128;128;0;0;128;128;43
0_457.ppm;128;128;0;0;128;128;43
11515.ppm;77;77;0;0;77;77;43
14437.ppm;59;59;0;0;59;59;43
1287.ppm;86;86;0;0;86;86;43
10511.ppm;78;78;0;0;78;78;43
0_1258.ppm;128;128;0;0;128;128;43
0_283.ppm;128;128;0;0;128;128;43
11338.ppm;66;66;0;0;66;66;43
0_746.ppm;128;128;0;0;128;128;43
0_259.ppm;128;128;0;0;128;128;43
0_1074.ppm;128;128;0;0;128;128;43
0_1548.ppm;128;128;0;0;128;128;43
11120.ppm;88;88;0;0;88;88;43
1664.ppm;42;42;0;0;42;42;43
0_1045.ppm;128;128;0;0;128;128;43
14884.ppm;93;93;0;0;93;93;43
9644.ppm;57;57;0;0;57;57;43
6343.ppm;132;132;0;0;132;132;43
0_1129.ppm;128;128;0;0;128;128;43
0_71.ppm;128;128;0;0;128;128;43
5215.ppm;110;110;0;0;110;110;43
0_1640.ppm;128;128;0;0;128;128;43
12114.ppm;43;43;0;0;43;43;43
4930.ppm;84;84;0;0;84;84;43
0_274.ppm;128;128;0;0;128;128;43
0_526.ppm;128;128;0;0;128;128;43
0_397.ppm;128;128;0;0;128;128;43
10756.ppm;70;70;0;0;70;70;43
0_1736.ppm;128;128;0;0;128;128;43
0_1111.ppm;128;128;0;0;128;128;43
1285.ppm;71;71;0;0;71;71;43
0_1086.ppm;128;128;0;0;128;128;43
0_1343.ppm;128;128;0;0;128;128;43
0_518.ppm;128;128;0;0;128;128;43
5206.ppm;62;62;0;0;62;62;43
0_357.ppm;128;128;0;0;128;128;43
0_329.ppm;128;128;0;0;128;128;43
0_550.ppm;128;128;0;0;128;128;43
160.ppm;85;85;0;0;85;85;43
0_809.ppm;128;128;0;0;128;128;43
0_21.ppm;128;128;0;0;128;128;43
4274.ppm;66;66;0;0;66;66;43
308.ppm;62;62;0;0;62;62;43
0_1595.ppm;128;128;0;0;128;128;43
0_711.ppm;128;128;0;0;128;128;43
0_1158.ppm;128;128;0;0;128;128;43
0_1345.ppm;128;128;0;0;128;128;43
6383.ppm;62;62;0;0;62;62;43
1094.ppm;78;78;0;0;78;78;43
0_1690.ppm;128;128;0;0;128;128;43
0_837.ppm;128;128;0;0;128;128;43
1681.ppm;47;47;0;0;47;47;43
0_1767.ppm;128;128;0;0;128;128;43
5643.ppm;85;85;0;0;85;85;43
6502.ppm;82;82;0;0;82;82;43
16125.ppm;79;79;0;0;79;79;43
0_808.ppm;128;128;0;0;128;128;43
0_1581.ppm;128;128;0;0;128;128;43
8101.ppm;70;70;0;0;70;70;43
9728.ppm;69;69;0;0;69;69;43
12059.ppm;73;73;0;0;73;73;43
0_214.ppm;128;128;0;0;128;128;43
9694.ppm;43;43;0;0;43;43;43
0_1012.ppm;128;128;0;0;128;128;43
0_683.ppm;128;128;0;0;128;128;43
0_1331.ppm;128;128;0;0;128;128;43
245.ppm;100;100;0;0;100;100;43
12907.ppm;66;66;0;0;66;66;43
6199.ppm;108;108;0;0;108;108;43
2736.ppm;74;74;0;0;74;74;43
0_890.ppm;128;128;0;0;128;128;43
997.ppm;66;66;0;0;66;66;43
0_144.ppm;128;128;0;0;128;128;43
27.ppm;67;67;0;0;67;67;43
0_23.ppm;128;128;0;0;128;128;43
0_553.ppm;128;128;0;0;128;128;43
821.ppm;61;61;0;0;61;61;43
8263.ppm;77;77;0;0;77;77;43
10882.ppm;66;66;0;0;66;66;43
3587.ppm;114;114;0;0;114;114;43
0_1562.ppm;128;128;0;0;128;128;43
0_968.ppm;128;128;0;0;128;128;43
12113.ppm;39;39;0;0;39;39;43
0_1697.ppm;128;128;0;0;128;128;43
10787.ppm;77;77;0;0;77;77;43
6211.ppm;66;66;0;0;66;66;43
0_205.ppm;128;128;0;0;128;128;43
0_1672.ppm;128;128;0;0;128;128;43
12061.ppm;78;78;0;0;78;78;43
4679.ppm;70;70;0;0;70;70;43
9702.ppm;68;68;0;0;68;68;43
0_619.ppm;128;128;0;0;128;128;43
0_755.ppm;128;128;0;0;128;128;43
0_316.ppm;128;128;0;0;128;128;43
0_643.ppm;128;128;0;0;128;128;43
9757.ppm;58;58;0;0;58;58;43
0_479.ppm;128;128;0;0;128;128;43
1469.ppm;82;82;0;0;82;82;43
0_1415.ppm;128;128;0;0;128;128;43
0_235.ppm;128;128;0;0;128;128;43
2721.ppm;42;42;0;0;42;42;43
0_288.ppm;128;128;0;0;128;128;43
0_1487.ppm;128;128;0;0;128;128;43
16224.ppm;63;63;0;0;63;63;43
0_467.ppm;128;128;0;0;128;128;43
0_1491.ppm;128;128;0;0;128;128;43
6362.ppm;66;66;0;0;66;66;43
0_1407.ppm;128;128;0;0;128;128;43
0_93.ppm;128;128;0;0;128;128;43
324.ppm;65;65;0;0;65;65;43
1251.ppm;42;42;0;0;42;42;43
0_1235.ppm;128;128;0;0;128;128;43
204.ppm;46;46;0;0;46;46;43
0_488.ppm;128;128;0;0;128;128;43
0_174.ppm;128;128;0;0;128;128;43
0_1677.ppm;128;128;0;0;128;128;43
12140.ppm;68;68;0;0;68;68;43
0_1676.ppm;128;128;0;0;128;128;43
0_193.ppm;128;128;0;0;128;128;43
0_104.ppm;128;128;0;0;128;128;43
0_1354.ppm;128;128;0;0;128;128;43
12029.ppm;66;66;0;0;66;66;43
0_342.ppm;128;128;0;0;128;128;43
0_1029.ppm;128;128;0;0;128;128;43
11948.ppm;107;107;0;0;107;107;43
0_1310.ppm;128;128;0;0;128;128;43
10644.ppm;65;65;0;0;65;65;43
6360.ppm;95;95;0;0;95;95;43
2723.ppm;54;54;0;0;54;54;43
8103.ppm;60;60;0;0;60;60;43
2357.ppm;62;62;0;0;62;62;43
0_839.ppm;128;128;0;0;128;128;43
0_20.ppm;128;128;0;0;128;128;43
6207.ppm;67;67;0;0;67;67;43
10721.ppm;35;35;0;0;35;35;43
0_297.ppm;128;128;0;0;128;128;43
11804.ppm;70;70;0;0;70;70;43
0_513.ppm;128;128;0;0;128;128;43
0_1395.ppm;128;128;0;0;128;128;43
1667.ppm;41;41;0;0;41;41;43
0_331.ppm;128;128;0;0;128;128;43
8243.ppm;100;100;0;0;100;100;43
0_1112.ppm;128;128;0;0;128;128;43
2358.ppm;67;67;0;0;67;67;43
5396.ppm;114;114;0;0;114;114;43
6086.ppm;112;112;0;0;112;112;43
0_935.ppm;128;128;0;0;128;128;43
0_403.ppm;128;128;0;0;128;128;43
12311.ppm;57;57;0;0;57;57;43
0_1182.ppm;128;128;0;0;128;128;43
10851.ppm;84;84;0;0;84;84;43
10513.ppm;75;75;0;0;75;75;43
9292.ppm;59;59;0;0;59;59;43
0_1373.ppm;128;128;0;0;128;128;43
14887.ppm;105;105;0;0;105;105;43
0_465.ppm;128;128;0;0;128;128;43
10652.ppm;83;83;0;0;83;83;43
11519.ppm;86;86;0;0;86;86;43
